"Geslacht";"Type werkenden";"Bedrijfstakken/branches (SBI 2008)";"Perioden";"Werkzame personen (x 1 000)";"Banen (x 1 000)";"Arbeidsjaren (x 1 000)";"Gewerkte uren (mln uren)"
"Vrouwen";"Werknemers";"M-N Zakelijke dienstverlening";"2014";"     518";"     570";"     357";"     610"
"Vrouwen";"Werknemers";"M-N Zakelijke dienstverlening";"2015";"     542";"     605";"     380";"     649"
"Vrouwen";"Werknemers";"M-N Zakelijke dienstverlening";"2016";"     572";"     637";"     404";"     692"
"Vrouwen";"Werknemers";"M-N Zakelijke dienstverlening";"2017*";"     603";"     672";"     427";"     736"
"Vrouwen";"Werknemers";"M-N Zakelijke dienstverlening";"2018*";"     631";"     704";"     453";"     778"
"Vrouwen";"Werknemers";"M Specialistische zakelijke diensten";"2008";"     215";"     229";"     167";"     290"
"Vrouwen";"Werknemers";"M Specialistische zakelijke diensten";"2009";"     218";"     233";"     169";"     293"
"Vrouwen";"Werknemers";"M Specialistische zakelijke diensten";"2010";"     201";"     206";"     150";"     252"
"Vrouwen";"Werknemers";"M Specialistische zakelijke diensten";"2011";"     199";"     204";"     148";"     251"
"Vrouwen";"Werknemers";"M Specialistische zakelijke diensten";"2012";"     198";"     204";"     148";"     251"
"Vrouwen";"Werknemers";"M Specialistische zakelijke diensten";"2013";"     193";"     199";"     144";"     246"
"Vrouwen";"Werknemers";"M Specialistische zakelijke diensten";"2014";"     194";"     200";"     145";"     249"
"Vrouwen";"Werknemers";"M Specialistische zakelijke diensten";"2015";"     192";"     205";"     150";"     258"
"Vrouwen";"Werknemers";"M Specialistische zakelijke diensten";"2016";"     198";"     212";"     156";"     269"
"Vrouwen";"Werknemers";"M Specialistische zakelijke diensten";"2017*";"     203";"     217";"     160";"     276"
"Vrouwen";"Werknemers";"M Specialistische zakelijke diensten";"2018*";"     211";"     226";"     168";"     288"
"Vrouwen";"Werknemers";"N Verhuur en overige zakelijke diensten";"2008";"     360";"     415";"     239";"     407"
"Vrouwen";"Werknemers";"N Verhuur en overige zakelijke diensten";"2009";"     337";"     389";"     219";"     372"
"Vrouwen";"Werknemers";"N Verhuur en overige zakelijke diensten";"2010";"     314";"     362";"     202";"     340"
"Vrouwen";"Werknemers";"N Verhuur en overige zakelijke diensten";"2011";"     316";"     364";"     203";"     345"
"Vrouwen";"Werknemers";"N Verhuur en overige zakelijke diensten";"2012";"     316";"     363";"     204";"     345"
"Vrouwen";"Werknemers";"N Verhuur en overige zakelijke diensten";"2013";"     315";"     361";"     204";"     347"
"Vrouwen";"Werknemers";"N Verhuur en overige zakelijke diensten";"2014";"     324";"     371";"     212";"     362"
"Vrouwen";"Werknemers";"N Verhuur en overige zakelijke diensten";"2015";"     350";"     400";"     230";"     391"
"Vrouwen";"Werknemers";"N Verhuur en overige zakelijke diensten";"2016";"     374";"     425";"     248";"     423"
"Vrouwen";"Werknemers";"N Verhuur en overige zakelijke diensten";"2017*";"     400";"     455";"     267";"     460"
"Vrouwen";"Werknemers";"N Verhuur en overige zakelijke diensten";"2018*";"     420";"     478";"     285";"     490"
"Vrouwen";"Werknemers";"O-Q Overheid en zorg";"2008";"    1377";"    1467";"    1001";"    1537"
"Vrouwen";"Werknemers";"O-Q Overheid en zorg";"2009";"    1417";"    1508";"    1030";"    1590"
"Vrouwen";"Werknemers";"O-Q Overheid en zorg";"2010";"    1512";"    1609";"    1101";"    1664"
"Vrouwen";"Werknemers";"O-Q Overheid en zorg";"2011";"    1535";"    1639";"    1114";"    1687"
"Vrouwen";"Werknemers";"O-Q Overheid en zorg";"2012";"    1541";"    1645";"    1119";"    1694"
"Vrouwen";"Werknemers";"O-Q Overheid en zorg";"2013";"    1528";"    1627";"    1111";"    1684"
"Vrouwen";"Werknemers";"O-Q Overheid en zorg";"2014";"    1501";"    1598";"    1099";"    1673"
"Vrouwen";"Werknemers";"O-Q Overheid en zorg";"2015";"    1480";"    1577";"    1090";"    1654"
"Vrouwen";"Werknemers";"O-Q Overheid en zorg";"2016";"    1481";"    1577";"    1095";"    1675"
"Vrouwen";"Werknemers";"O-Q Overheid en zorg";"2017*";"    1511";"    1609";"    1112";"    1709"
"Vrouwen";"Werknemers";"O-Q Overheid en zorg";"2018*";"    1550";"    1650";"    1142";"    1755"
"Vrouwen";"Werknemers";"O Openbaar bestuur en overheidsdiensten";"2008";"     179";"     184";"     144";"     230"
"Vrouwen";"Werknemers";"O Openbaar bestuur en overheidsdiensten";"2009";"     188";"     193";"     151";"     243"
"Vrouwen";"Werknemers";"O Openbaar bestuur en overheidsdiensten";"2010";"     201";"     206";"     169";"     268"
"Vrouwen";"Werknemers";"O Openbaar bestuur en overheidsdiensten";"2011";"     195";"     200";"     164";"     259"
"Vrouwen";"Werknemers";"O Openbaar bestuur en overheidsdiensten";"2012";"     194";"     200";"     164";"     259"
"Vrouwen";"Werknemers";"O Openbaar bestuur en overheidsdiensten";"2013";"     195";"     200";"     165";"     261"
"Vrouwen";"Werknemers";"O Openbaar bestuur en overheidsdiensten";"2014";"     193";"     198";"     164";"     262"
"Vrouwen";"Werknemers";"O Openbaar bestuur en overheidsdiensten";"2015";"     190";"     195";"     163";"     256"
"Vrouwen";"Werknemers";"O Openbaar bestuur en overheidsdiensten";"2016";"     192";"     197";"     165";"     260"
"Vrouwen";"Werknemers";"O Openbaar bestuur en overheidsdiensten";"2017*";"     198";"     203";"     170";"     267"
"Vrouwen";"Werknemers";"O Openbaar bestuur en overheidsdiensten";"2018*";"     204";"     209";"     176";"     275"
"Vrouwen";"Werknemers";"P Onderwijs";"2008";"     283";"     300";"     210";"     327"
"Vrouwen";"Werknemers";"P Onderwijs";"2009";"     288";"     305";"     213";"     331"
"Vrouwen";"Werknemers";"P Onderwijs";"2010";"     304";"     321";"     223";"     344"
"Vrouwen";"Werknemers";"P Onderwijs";"2011";"     305";"     324";"     222";"     341"
"Vrouwen";"Werknemers";"P Onderwijs";"2012";"     304";"     322";"     220";"     337"
"Vrouwen";"Werknemers";"P Onderwijs";"2013";"     301";"     319";"     218";"     332"
"Vrouwen";"Werknemers";"P Onderwijs";"2014";"     301";"     319";"     219";"     336"
"Vrouwen";"Werknemers";"P Onderwijs";"2015";"     303";"     323";"     223";"     341"
"Vrouwen";"Werknemers";"P Onderwijs";"2016";"     307";"     327";"     228";"     351"
"Vrouwen";"Werknemers";"P Onderwijs";"2017*";"     311";"     331";"     230";"     355"
"Vrouwen";"Werknemers";"P Onderwijs";"2018*";"     316";"     337";"     233";"     364"
"Vrouwen";"Werknemers";"Q Gezondheids- en welzijnszorg";"2008";"     915";"     983";"     647";"     980"
"Vrouwen";"Werknemers";"Q Gezondheids- en welzijnszorg";"2009";"     941";"    1011";"     666";"    1016"
"Vrouwen";"Werknemers";"Q Gezondheids- en welzijnszorg";"2010";"    1008";"    1083";"     708";"    1052"
"Vrouwen";"Werknemers";"Q Gezondheids- en welzijnszorg";"2011";"    1035";"    1115";"     728";"    1087"
"Vrouwen";"Werknemers";"Q Gezondheids- en welzijnszorg";"2012";"    1043";"    1124";"     735";"    1099"
"Vrouwen";"Werknemers";"Q Gezondheids- en welzijnszorg";"2013";"    1031";"    1108";"     728";"    1090"
"Vrouwen";"Werknemers";"Q Gezondheids- en welzijnszorg";"2014";"    1007";"    1080";"     715";"    1075"
"Vrouwen";"Werknemers";"Q Gezondheids- en welzijnszorg";"2015";"     987";"    1059";"     704";"    1057"
"Vrouwen";"Werknemers";"Q Gezondheids- en welzijnszorg";"2016";"     981";"    1052";"     702";"    1064"
"Vrouwen";"Werknemers";"Q Gezondheids- en welzijnszorg";"2017*";"    1003";"    1075";"     712";"    1088"
"Vrouwen";"Werknemers";"Q Gezondheids- en welzijnszorg";"2018*";"    1029";"    1104";"     733";"    1115"
"Vrouwen";"Werknemers";"R-U Cultuur, recreatie, overige diensten";"2008";"     151";"     181";"     101";"     166"
"Vrouwen";"Werknemers";"R-U Cultuur, recreatie, overige diensten";"2009";"     155";"     188";"     105";"     171"
"Vrouwen";"Werknemers";"R-U Cultuur, recreatie, overige diensten";"2010";"     158";"     192";"     108";"     173"
"Vrouwen";"Werknemers";"R-U Cultuur, recreatie, overige diensten";"2011";"     161";"     201";"     109";"     176"
"Vrouwen";"Werknemers";"R-U Cultuur, recreatie, overige diensten";"2012";"     157";"     196";"     106";"     170"
"Vrouwen";"Werknemers";"R-U Cultuur, recreatie, overige diensten";"2013";"     152";"     186";"     104";"     167"
"Vrouwen";"Werknemers";"R-U Cultuur, recreatie, overige diensten";"2014";"     152";"     185";"     103";"     168"
"Vrouwen";"Werknemers";"R-U Cultuur, recreatie, overige diensten";"2015";"     149";"     183";"     100";"     164"
"Vrouwen";"Werknemers";"R-U Cultuur, recreatie, overige diensten";"2016";"     152";"     185";"     102";"     168"
"Vrouwen";"Werknemers";"R-U Cultuur, recreatie, overige diensten";"2017*";"     156";"     190";"     105";"     175"
"Vrouwen";"Werknemers";"R-U Cultuur, recreatie, overige diensten";"2018*";"     160";"     195";"     109";"     182"
"Vrouwen";"Werknemers";"R Cultuur, sport en recreatie";"2008";"      55";"      66";"      36";"      60"
"Vrouwen";"Werknemers";"R Cultuur, sport en recreatie";"2009";"      56";"      67";"      37";"      60"
"Vrouwen";"Werknemers";"R Cultuur, sport en recreatie";"2010";"      56";"      68";"      36";"      59"
"Vrouwen";"Werknemers";"R Cultuur, sport en recreatie";"2011";"      56";"      69";"      36";"      60"
"Vrouwen";"Werknemers";"R Cultuur, sport en recreatie";"2012";"      55";"      68";"      36";"      58"
"Vrouwen";"Werknemers";"R Cultuur, sport en recreatie";"2013";"      54";"      66";"      35";"      57"
"Vrouwen";"Werknemers";"R Cultuur, sport en recreatie";"2014";"      54";"      66";"      35";"      57"
"Vrouwen";"Werknemers";"R Cultuur, sport en recreatie";"2015";"      54";"      66";"      35";"      57"
"Vrouwen";"Werknemers";"R Cultuur, sport en recreatie";"2016";"      55";"      67";"      35";"      59"
"Vrouwen";"Werknemers";"R Cultuur, sport en recreatie";"2017*";"      57";"      69";"      37";"      61"
"Vrouwen";"Werknemers";"R Cultuur, sport en recreatie";"2018*";"      59";"      72";"      38";"      64"
"Vrouwen";"Werknemers";"S Overige dienstverlening";"2008";"      78";"      85";"      56";"      91"
"Vrouwen";"Werknemers";"S Overige dienstverlening";"2009";"      80";"      86";"      57";"      93"
"Vrouwen";"Werknemers";"S Overige dienstverlening";"2010";"      85";"      92";"      62";"      97"
"Vrouwen";"Werknemers";"S Overige dienstverlening";"2011";"      86";"      93";"      62";"      98"
"Vrouwen";"Werknemers";"S Overige dienstverlening";"2012";"      83";"      90";"      60";"      94"
"Vrouwen";"Werknemers";"S Overige dienstverlening";"2013";"      81";"      87";"      58";"      92"
"Vrouwen";"Werknemers";"S Overige dienstverlening";"2014";"      79";"      86";"      57";"      91"
"Vrouwen";"Werknemers";"S Overige dienstverlening";"2015";"      76";"      83";"      55";"      88"
"Vrouwen";"Werknemers";"S Overige dienstverlening";"2016";"      78";"      84";"      55";"      90"
"Vrouwen";"Werknemers";"S Overige dienstverlening";"2017*";"      79";"      85";"      56";"      92"
"Vrouwen";"Werknemers";"S Overige dienstverlening";"2018*";"      81";"      87";"      57";"      95"
"Vrouwen";"Werknemers";"T Huishoudens";"2008";"      19";"      30";"       9";"      15"
"Vrouwen";"Werknemers";"T Huishoudens";"2009";"      20";"      34";"      11";"      18"
"Vrouwen";"Werknemers";"T Huishoudens";"2010";"      17";"      32";"      10";"      17"
"Vrouwen";"Werknemers";"T Huishoudens";"2011";"      19";"      40";"      11";"      17"
"Vrouwen";"Werknemers";"T Huishoudens";"2012";"      19";"      39";"      11";"      18"
"Vrouwen";"Werknemers";"T Huishoudens";"2013";"      17";"      33";"      12";"      19"
"Vrouwen";"Werknemers";"T Huishoudens";"2014";"      18";"      33";"      12";"      19"
"Vrouwen";"Werknemers";"T Huishoudens";"2015";"      18";"      34";"      11";"      18"
"Vrouwen";"Werknemers";"T Huishoudens";"2016";"      19";"      34";"      12";"      19"
"Vrouwen";"Werknemers";"T Huishoudens";"2017*";"      19";"      35";"      13";"      21"
"Vrouwen";"Werknemers";"T Huishoudens";"2018*";"      20";"      36";"      13";"      23"
"Vrouwen";"Werknemers";"U Extraterritoriale organisaties";"2008";"       .";"       .";"       .";"       ."
"Vrouwen";"Werknemers";"U Extraterritoriale organisaties";"2009";"       .";"       .";"       .";"       ."
"Vrouwen";"Werknemers";"U Extraterritoriale organisaties";"2010";"       .";"       .";"       .";"       ."
"Vrouwen";"Werknemers";"U Extraterritoriale organisaties";"2011";"       .";"       .";"       .";"       ."
"Vrouwen";"Werknemers";"U Extraterritoriale organisaties";"2012";"       .";"       .";"       .";"       ."
"Vrouwen";"Werknemers";"U Extraterritoriale organisaties";"2013";"       .";"       .";"       .";"       ."
"Vrouwen";"Werknemers";"U Extraterritoriale organisaties";"2014";"       .";"       .";"       .";"       ."
"Vrouwen";"Werknemers";"U Extraterritoriale organisaties";"2015";"       .";"       .";"       .";"       ."
"Vrouwen";"Werknemers";"U Extraterritoriale organisaties";"2016";"       .";"       .";"       .";"       ."
"Vrouwen";"Werknemers";"U Extraterritoriale organisaties";"2017*";"       .";"       .";"       .";"       ."
"Vrouwen";"Werknemers";"U Extraterritoriale organisaties";"2018*";"       .";"       .";"       .";"       ."
"Vrouwen";"Zelfstandigen";"A-U Alle economische activiteiten";"2008";"     679";"     916";"     408";"     863"
"Vrouwen";"Zelfstandigen";"A-U Alle economische activiteiten";"2009";"     687";"     937";"     415";"     878"
"Vrouwen";"Zelfstandigen";"A-U Alle economische activiteiten";"2010";"     685";"     944";"     421";"     887"
"Vrouwen";"Zelfstandigen";"A-U Alle economische activiteiten";"2011";"     696";"     969";"     440";"     906"
"Vrouwen";"Zelfstandigen";"A-U Alle economische activiteiten";"2012";"     707";"     978";"     444";"     920"
"Vrouwen";"Zelfstandigen";"A-U Alle economische activiteiten";"2013";"     716";"     991";"     450";"     935"
"Vrouwen";"Zelfstandigen";"A-U Alle economische activiteiten";"2014";"     729";"    1006";"     457";"     956"
"Vrouwen";"Zelfstandigen";"A-U Alle economische activiteiten";"2015";"     736";"    1028";"     470";"     977"
"Vrouwen";"Zelfstandigen";"A-U Alle economische activiteiten";"2016";"     749";"    1049";"     486";"    1011"
"Vrouwen";"Zelfstandigen";"A-U Alle economische activiteiten";"2017*";"     753";"    1052";"     488";"    1016"
"Vrouwen";"Zelfstandigen";"A-U Alle economische activiteiten";"2018*";"     758";"    1062";"     493";"    1020"
"Vrouwen";"Zelfstandigen";"A Landbouw, bosbouw en visserij";"2008";"      32";"      42";"      26";"      59"
"Vrouwen";"Zelfstandigen";"A Landbouw, bosbouw en visserij";"2009";"      31";"      41";"      25";"      58"
"Vrouwen";"Zelfstandigen";"A Landbouw, bosbouw en visserij";"2010";"      31";"      41";"      25";"      58"
"Vrouwen";"Zelfstandigen";"A Landbouw, bosbouw en visserij";"2011";"      31";"      42";"      25";"      56"
"Vrouwen";"Zelfstandigen";"A Landbouw, bosbouw en visserij";"2012";"      30";"      41";"      24";"      53"
"Vrouwen";"Zelfstandigen";"A Landbouw, bosbouw en visserij";"2013";"      30";"      40";"      25";"      55"
"Vrouwen";"Zelfstandigen";"A Landbouw, bosbouw en visserij";"2014";"      30";"      41";"      25";"      58"
"Vrouwen";"Zelfstandigen";"A Landbouw, bosbouw en visserij";"2015";"      31";"      41";"      25";"      57"
"Vrouwen";"Zelfstandigen";"A Landbouw, bosbouw en visserij";"2016";"      31";"      42";"      25";"      60"
"Vrouwen";"Zelfstandigen";"A Landbouw, bosbouw en visserij";"2017*";"      31";"      42";"      25";"      60"
"Vrouwen";"Zelfstandigen";"A Landbouw, bosbouw en visserij";"2018*";"      31";"      43";"      25";"      60"
"Vrouwen";"Zelfstandigen";"B Delfstoffenwinning";"2008";"       0";"       0";"       0";"       0"
"Vrouwen";"Zelfstandigen";"B Delfstoffenwinning";"2009";"       0";"       0";"       0";"       0"
"Vrouwen";"Zelfstandigen";"B Delfstoffenwinning";"2010";"       0";"       0";"       0";"       0"
"Vrouwen";"Zelfstandigen";"B Delfstoffenwinning";"2011";"       0";"       0";"       0";"       0"
"Vrouwen";"Zelfstandigen";"B Delfstoffenwinning";"2012";"       0";"       0";"       0";"       0"
"Vrouwen";"Zelfstandigen";"B Delfstoffenwinning";"2013";"       0";"       0";"       0";"       0"
"Vrouwen";"Zelfstandigen";"B Delfstoffenwinning";"2014";"       0";"       0";"       0";"       0"
"Vrouwen";"Zelfstandigen";"B Delfstoffenwinning";"2015";"       0";"       0";"       0";"       0"
"Vrouwen";"Zelfstandigen";"B Delfstoffenwinning";"2016";"       0";"       0";"       0";"       0"
"Vrouwen";"Zelfstandigen";"B Delfstoffenwinning";"2017*";"       0";"       0";"       0";"       0"
"Vrouwen";"Zelfstandigen";"B Delfstoffenwinning";"2018*";"       0";"       0";"       0";"       0"
